event_definition,coding_system,code,code_name,concept,concept_name,tags,system,event_abbreviation,type,code_original
Malignancies,SNOMEDCT_US,94469000,Secondary malignant neoplasm of paravaginal lymph nodes (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94469000
Malignancies,SNOMEDCT_US,94470004,Secondary malignant neoplasm of parietal bone (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94470004
Malignancies,SNOMEDCT_US,94471000,Secondary malignant neoplasm of parietal lobe (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94471000
Malignancies,SNOMEDCT_US,94472007,Secondary malignant neoplasm of parietal peritoneum (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94472007
Malignancies,SNOMEDCT_US,94473002,Secondary malignant neoplasm of parietal pleura (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94473002
Malignancies,SNOMEDCT_US,94474008,Secondary malignant neoplasm of parotid gland (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94474008
Malignancies,SNOMEDCT_US,94475009,Secondary malignant neoplasm of parotid lymph nodes (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94475009
Malignancies,SNOMEDCT_US,94476005,Secondary malignant neoplasm of patella (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94476005
Malignancies,SNOMEDCT_US,94477001,Secondary malignant neoplasm of pectoral axillary lymph nodes (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94477001
Malignancies,SNOMEDCT_US,94478006,Secondary malignant neoplasm of pelvic bone (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94478006
Malignancies,SNOMEDCT_US,94479003,Secondary malignant neoplasm of pelvic peritoneum (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94479003
Malignancies,SNOMEDCT_US,94480000,Secondary malignant neoplasm of pelvis (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94480000
Malignancies,SNOMEDCT_US,94481001,Secondary malignant neoplasm of penis (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94481001
Malignancies,SNOMEDCT_US,94482008,Secondary malignant neoplasm of periadrenal tissue (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94482008
Malignancies,SNOMEDCT_US,94483003,Secondary malignant neoplasm of perianal skin (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94483003
Malignancies,SNOMEDCT_US,94484009,Secondary malignant neoplasm of pericardium (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94484009
Malignancies,SNOMEDCT_US,94485005,Secondary malignant neoplasm of perirenal tissue (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94485005
Malignancies,SNOMEDCT_US,94486006,Secondary malignant neoplasm of phalanx of foot (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94486006
Malignancies,SNOMEDCT_US,94487002,Secondary malignant neoplasm of phalanx of hand (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94487002
Malignancies,SNOMEDCT_US,94488007,Secondary malignant neoplasm of pharynx (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94488007
Malignancies,SNOMEDCT_US,94489004,Secondary malignant neoplasm of pineal gland (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94489004
Malignancies,SNOMEDCT_US,94490008,Secondary malignant neoplasm of pisiform bone of hand (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94490008
Malignancies,SNOMEDCT_US,94491007,Secondary malignant neoplasm of pituitary gland (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94491007
Malignancies,SNOMEDCT_US,94492000,Secondary malignant neoplasm of placenta (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94492000
Malignancies,SNOMEDCT_US,94493005,Secondary malignant neoplasm of pleura (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94493005
Malignancies,SNOMEDCT_US,94494004,Secondary malignant neoplasm of popliteal lymph nodes (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94494004
Malignancies,SNOMEDCT_US,94495003,Secondary malignant neoplasm of postcricoid region (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94495003
Malignancies,SNOMEDCT_US,94496002,Secondary malignant neoplasm of posterior hypopharyngeal wall (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94496002
Malignancies,SNOMEDCT_US,94497006,Secondary malignant neoplasm of posterior mediastinum (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94497006
Malignancies,SNOMEDCT_US,94498001,Secondary malignant neoplasm of posterior wall of nasopharynx (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94498001
Malignancies,SNOMEDCT_US,94499009,Secondary malignant neoplasm of posterior wall of oropharynx (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94499009
Malignancies,SNOMEDCT_US,94500000,Secondary malignant neoplasm of posterior wall of urinary bladder (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94500000
Malignancies,SNOMEDCT_US,94501001,Secondary malignant neoplasm of preauricular lymph nodes (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94501001
Malignancies,SNOMEDCT_US,94502008,Secondary malignant neoplasm of presacral region (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94502008
Malignancies,SNOMEDCT_US,94503003,Secondary malignant neoplasm of prostate (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94503003
Malignancies,SNOMEDCT_US,94504009,Secondary malignant neoplasm of pubis (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94504009
Malignancies,SNOMEDCT_US,94505005,Secondary malignant neoplasm of pyloric antrum (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94505005
Malignancies,SNOMEDCT_US,94506006,Secondary malignant neoplasm of pylorus (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94506006
Malignancies,SNOMEDCT_US,94507002,Secondary malignant neoplasm of pyriform sinus (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94507002
Malignancies,SNOMEDCT_US,94508007,Secondary malignant neoplasm of radius (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94508007
Malignancies,SNOMEDCT_US,94509004,Secondary malignant neoplasm of rectosigmoid junction (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94509004
Malignancies,SNOMEDCT_US,94510009,Secondary malignant neoplasm of rectouterine pouch (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94510009
Malignancies,SNOMEDCT_US,94511008,Secondary malignant neoplasm of rectovaginal septum (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94511008
Malignancies,SNOMEDCT_US,94512001,Secondary malignant neoplasm of rectovesical septum (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94512001
Malignancies,SNOMEDCT_US,94513006,Secondary malignant neoplasm of rectum (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94513006
Malignancies,SNOMEDCT_US,94514000,Secondary malignant neoplasm of renal pelvis (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94514000
Malignancies,SNOMEDCT_US,94515004,Secondary malignant neoplasm of respiratory tract (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94515004
Malignancies,SNOMEDCT_US,94516003,Secondary malignant neoplasm of retina (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94516003
Malignancies,SNOMEDCT_US,94517007,Secondary malignant neoplasm of retrocecal tissue (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94517007
Malignancies,SNOMEDCT_US,94518002,Secondary malignant neoplasm of retromolar area (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94518002
Malignancies,SNOMEDCT_US,94519005,Secondary malignant neoplasm of retroperitoneal lymph nodes (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94519005
Malignancies,SNOMEDCT_US,94520004,Secondary malignant neoplasm of retropharyngeal lymph nodes (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94520004
Malignancies,SNOMEDCT_US,94521000,Secondary malignant neoplasm of rib (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94521000
Malignancies,SNOMEDCT_US,94522007,Secondary malignant neoplasm of right lower lobe of lung (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94522007
Malignancies,SNOMEDCT_US,94523002,Secondary malignant neoplasm of right middle lobe of lung (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94523002
Malignancies,SNOMEDCT_US,94524008,Secondary malignant neoplasm of right upper lobe of lung (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94524008
Malignancies,SNOMEDCT_US,94525009,Secondary malignant neoplasm of round ligament of uterus (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94525009
Malignancies,SNOMEDCT_US,94526005,Secondary malignant neoplasm of sacrococcygeal region (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94526005
Malignancies,SNOMEDCT_US,94527001,Secondary malignant neoplasm of sacrum (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94527001
Malignancies,SNOMEDCT_US,94528006,Secondary malignant neoplasm of scalene lymph nodes (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94528006
Malignancies,SNOMEDCT_US,94529003,Secondary malignant neoplasm of scapula (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94529003
Malignancies,SNOMEDCT_US,94530008,Secondary malignant neoplasm of sclera (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94530008
Malignancies,SNOMEDCT_US,94531007,Secondary malignant neoplasm of scrotum (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94531007
Malignancies,SNOMEDCT_US,94532000,Secondary malignant neoplasm of sebaceous gland (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94532000
Malignancies,SNOMEDCT_US,94533005,Secondary malignant neoplasm of second cuneiform bone of foot (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94533005
Malignancies,SNOMEDCT_US,94534004,Secondary malignant neoplasm of septum of nose (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94534004
Malignancies,SNOMEDCT_US,94535003,Secondary malignant neoplasm of short bone of lower limb (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94535003
Malignancies,SNOMEDCT_US,94536002,Secondary malignant neoplasm of short bone of upper limb (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94536002
Malignancies,SNOMEDCT_US,94537006,Secondary malignant neoplasm of shoulder (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94537006
Malignancies,SNOMEDCT_US,94538001,Secondary malignant neoplasm of sigmoid colon (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94538001
Malignancies,SNOMEDCT_US,94539009,Secondary malignant neoplasm of skin of abdomen (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94539009
Malignancies,SNOMEDCT_US,94540006,Secondary malignant neoplasm of skin of ankle (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94540006
Malignancies,SNOMEDCT_US,94542003,Secondary malignant neoplasm of skin of axilla (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94542003
Malignancies,SNOMEDCT_US,94543008,Secondary malignant neoplasm of skin of back (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94543008
Malignancies,SNOMEDCT_US,94544002,Secondary malignant neoplasm of skin of breast (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94544002
Malignancies,SNOMEDCT_US,94545001,Secondary malignant neoplasm of skin of buttock (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94545001
Malignancies,SNOMEDCT_US,94546000,Secondary malignant neoplasm of skin of cheek (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94546000
Malignancies,SNOMEDCT_US,94547009,Secondary malignant neoplasm of skin of chest (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94547009
Malignancies,SNOMEDCT_US,94548004,Secondary malignant neoplasm of skin of chin (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94548004
Malignancies,SNOMEDCT_US,94549007,Secondary malignant neoplasm of skin of ear (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94549007
Malignancies,SNOMEDCT_US,94550007,Secondary malignant neoplasm of skin of elbow (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94550007
Malignancies,SNOMEDCT_US,94551006,Secondary malignant neoplasm of skin of external auditory canal (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94551006
Malignancies,SNOMEDCT_US,94552004,Secondary malignant neoplasm of skin of eyebrow (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94552004
Malignancies,SNOMEDCT_US,94553009,Secondary malignant neoplasm of skin of eyelid (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94553009
Malignancies,SNOMEDCT_US,94554003,Secondary malignant neoplasm of skin of face (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94554003
Malignancies,SNOMEDCT_US,94555002,Secondary malignant neoplasm of skin of finger (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94555002
Malignancies,SNOMEDCT_US,94556001,Secondary malignant neoplasm of skin of foot (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94556001
Malignancies,SNOMEDCT_US,94557005,Secondary malignant neoplasm of skin of forearm (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94557005
Malignancies,SNOMEDCT_US,94558000,Secondary malignant neoplasm of skin of forehead (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94558000
Malignancies,SNOMEDCT_US,94559008,Secondary malignant neoplasm of skin of groin (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94559008
Malignancies,SNOMEDCT_US,94560003,Secondary malignant neoplasm of skin of hand (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94560003
Malignancies,SNOMEDCT_US,94561004,Secondary malignant neoplasm of skin of hip (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94561004
Malignancies,SNOMEDCT_US,94562006,Secondary malignant neoplasm of skin of knee (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94562006
Malignancies,SNOMEDCT_US,94564007,Secondary malignant neoplasm of skin of lip (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94564007
Malignancies,SNOMEDCT_US,94565008,Secondary malignant neoplasm of skin of lower limb (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94565008
Malignancies,SNOMEDCT_US,94566009,Secondary malignant neoplasm of skin of neck (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94566009
Malignancies,SNOMEDCT_US,94567000,Secondary malignant neoplasm of skin of nose (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94567000
Malignancies,SNOMEDCT_US,94568005,Secondary malignant neoplasm of skin of perineum (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94568005
Malignancies,SNOMEDCT_US,94569002,Secondary malignant neoplasm of skin of popliteal area (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94569002
Malignancies,SNOMEDCT_US,94570001,Secondary malignant neoplasm of skin of scalp (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94570001
Malignancies,SNOMEDCT_US,94571002,Secondary malignant neoplasm of skin of shoulder (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94571002
Malignancies,SNOMEDCT_US,94572009,Secondary malignant neoplasm of skin of temporal region (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94572009
Malignancies,SNOMEDCT_US,94573004,Secondary malignant neoplasm of skin of thigh (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94573004
Malignancies,SNOMEDCT_US,94574005,Secondary malignant neoplasm of skin of toe (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94574005
Malignancies,SNOMEDCT_US,94575006,Secondary malignant neoplasm of skin of trunk (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94575006
Malignancies,SNOMEDCT_US,94576007,Secondary malignant neoplasm of skin of umbilicus (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94576007
Malignancies,SNOMEDCT_US,94577003,Secondary malignant neoplasm of skin of upper limb (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94577003
Malignancies,SNOMEDCT_US,94578008,Secondary malignant neoplasm of skin of wrist (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94578008
Malignancies,SNOMEDCT_US,94579000,Secondary malignant neoplasm of skin (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94579000
Malignancies,SNOMEDCT_US,94580002,Secondary malignant neoplasm of small intestine (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94580002
Malignancies,SNOMEDCT_US,94581003,Secondary malignant neoplasm of soft palate (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94581003
Malignancies,SNOMEDCT_US,94582005,Secondary malignant neoplasm of soft tissues of abdomen (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94582005
Malignancies,SNOMEDCT_US,94583000,Secondary malignant neoplasm of soft tissues of axilla (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94583000
Malignancies,SNOMEDCT_US,94584006,Secondary malignant neoplasm of soft tissues of buttock (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94584006
Malignancies,SNOMEDCT_US,94585007,Secondary malignant neoplasm of soft tissues of face (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94585007
Malignancies,SNOMEDCT_US,94586008,Secondary malignant neoplasm of soft tissues of head (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94586008
Malignancies,SNOMEDCT_US,94587004,Secondary malignant neoplasm of soft tissues of hip (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94587004
Malignancies,SNOMEDCT_US,94588009,Secondary malignant neoplasm of soft tissues of inguinal region (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94588009
Malignancies,SNOMEDCT_US,94589001,Secondary malignant neoplasm of soft tissues of lower limb (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94589001
Malignancies,SNOMEDCT_US,94590005,Secondary malignant neoplasm of soft tissues of neck (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94590005
Malignancies,SNOMEDCT_US,94591009,Secondary malignant neoplasm of soft tissues of pelvis (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94591009
Malignancies,SNOMEDCT_US,94592002,Secondary malignant neoplasm of soft tissues of perineum (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94592002
Malignancies,SNOMEDCT_US,94593007,Secondary malignant neoplasm of soft tissues of shoulder (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94593007
Malignancies,SNOMEDCT_US,94594001,Secondary malignant neoplasm of soft tissues of thorax (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94594001
Malignancies,SNOMEDCT_US,94595000,Secondary malignant neoplasm of soft tissues of trunk (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94595000
Malignancies,SNOMEDCT_US,94596004,Secondary malignant neoplasm of soft tissues of upper limb (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94596004
Malignancies,SNOMEDCT_US,94597008,Secondary malignant neoplasm of spermatic cord (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94597008
Malignancies,SNOMEDCT_US,94598003,Secondary malignant neoplasm of sphenoid bone (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94598003
Malignancies,SNOMEDCT_US,94599006,Secondary malignant neoplasm of sphenoidal sinus (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94599006
Malignancies,SNOMEDCT_US,94600009,Secondary malignant neoplasm of spinal cord (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94600009
Malignancies,SNOMEDCT_US,94601008,Secondary malignant neoplasm of spinal meninges (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94601008
Malignancies,SNOMEDCT_US,94602001,Secondary malignant neoplasm of vertebral column (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94602001
Malignancies,SNOMEDCT_US,94603006,Secondary malignant neoplasm of spleen (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94603006
Malignancies,SNOMEDCT_US,94604000,Secondary malignant neoplasm of splenic flexure of colon (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94604000
Malignancies,SNOMEDCT_US,94605004,Secondary malignant neoplasm of sternum (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94605004
Malignancies,SNOMEDCT_US,94606003,Secondary malignant neoplasm of stomach (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94606003
Malignancies,SNOMEDCT_US,94607007,Secondary malignant neoplasm of subglottis (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94607007
Malignancies,SNOMEDCT_US,94608002,Secondary malignant neoplasm of sublingual gland (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94608002
Malignancies,SNOMEDCT_US,94609005,Secondary malignant neoplasm of submandibular lymph nodes (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94609005
Malignancies,SNOMEDCT_US,94610000,Secondary malignant neoplasm of submaxillary gland (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94610000
Malignancies,SNOMEDCT_US,94611001,Secondary malignant neoplasm of submental lymph nodes (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94611001
Malignancies,SNOMEDCT_US,94612008,Secondary malignant neoplasm of superficial inguinal lymph nodes (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94612008
Malignancies,SNOMEDCT_US,94613003,Secondary malignant neoplasm of superior wall of nasopharynx (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94613003
Malignancies,SNOMEDCT_US,94614009,Secondary malignant neoplasm of supraclavicular lymph nodes (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94614009
Malignancies,SNOMEDCT_US,94615005,Secondary malignant neoplasm of supraclavicular region (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94615005
Malignancies,SNOMEDCT_US,94616006,Secondary malignant neoplasm of supraglottis (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94616006
Malignancies,SNOMEDCT_US,94617002,Secondary malignant neoplasm of sweat gland (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94617002
Malignancies,SNOMEDCT_US,94618007,Secondary malignant neoplasm of tail of pancreas (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94618007
Malignancies,SNOMEDCT_US,94619004,Secondary malignant neoplasm of talus (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94619004
Malignancies,SNOMEDCT_US,94620005,Secondary malignant neoplasm of tarsal bone (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94620005
Malignancies,SNOMEDCT_US,94621009,Secondary malignant neoplasm of temporal bone (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94621009
Malignancies,SNOMEDCT_US,94622002,Secondary malignant neoplasm of temporal lobe (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94622002
Malignancies,SNOMEDCT_US,94623007,Secondary malignant neoplasm of testis (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94623007
Malignancies,SNOMEDCT_US,94624001,Secondary malignant neoplasm of the mesentery (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94624001
Malignancies,SNOMEDCT_US,94625000,Secondary malignant neoplasm of the mesocolon (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94625000
Malignancies,SNOMEDCT_US,94626004,Secondary malignant neoplasm of omentum (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94626004
Malignancies,SNOMEDCT_US,94627008,Secondary malignant neoplasm of peritoneum (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94627008
Malignancies,SNOMEDCT_US,94628003,Secondary malignant neoplasm of retroperitoneum (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94628003
Malignancies,SNOMEDCT_US,94629006,Secondary malignant neoplasm of thigh (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94629006
Malignancies,SNOMEDCT_US,94630001,Secondary malignant neoplasm of third cuneiform bone of foot (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94630001
Malignancies,SNOMEDCT_US,94631002,Secondary malignant neoplasm of thoracic esophagus (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94631002
Malignancies,SNOMEDCT_US,94632009,Secondary malignant neoplasm of thymus (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94632009
Malignancies,SNOMEDCT_US,94633004,Secondary malignant neoplasm of thyroglossal duct (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94633004
Malignancies,SNOMEDCT_US,94634005,Secondary malignant neoplasm of thyroid gland (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94634005
Malignancies,SNOMEDCT_US,94635006,Secondary malignant neoplasm of tibia (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94635006
Malignancies,SNOMEDCT_US,94636007,Secondary malignant neoplasm of tibial lymph nodes (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94636007
Malignancies,SNOMEDCT_US,94637003,Secondary malignant neoplasm of tip and lateral border of tongue (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94637003
Malignancies,SNOMEDCT_US,94638008,Secondary malignant neoplasm of tongue (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94638008
Malignancies,SNOMEDCT_US,94639000,Secondary malignant neoplasm of tonsillar fossa (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94639000
Malignancies,SNOMEDCT_US,94640003,Secondary malignant neoplasm of tonsillar pillar (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94640003
Malignancies,SNOMEDCT_US,94641004,Secondary malignant neoplasm of trachea (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94641004
Malignancies,SNOMEDCT_US,94642006,Secondary malignant neoplasm of tracheobronchial lymph nodes (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94642006
Malignancies,SNOMEDCT_US,94643001,Secondary malignant neoplasm of transverse colon (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94643001
Malignancies,SNOMEDCT_US,94644007,Secondary malignant neoplasm of trapezium (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94644007
Malignancies,SNOMEDCT_US,94645008,Secondary malignant neoplasm of trapezoid bone (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94645008
Malignancies,SNOMEDCT_US,94646009,Secondary malignant neoplasm of trigeminal nerve (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94646009
Malignancies,SNOMEDCT_US,94647000,Secondary malignant neoplasm of trigone of urinary bladder (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94647000
Malignancies,SNOMEDCT_US,94648005,Secondary malignant neoplasm of trochlear nerve (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94648005
Malignancies,SNOMEDCT_US,94649002,Secondary malignant neoplasm of trunk (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94649002
Malignancies,SNOMEDCT_US,94650002,Secondary malignant neoplasm of ulna (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94650002
Malignancies,SNOMEDCT_US,94651003,Secondary malignant neoplasm of undescended testis (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94651003
Malignancies,SNOMEDCT_US,94652005,Secondary malignant neoplasm of upper gum (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94652005
Malignancies,SNOMEDCT_US,94653000,Secondary malignant neoplasm of upper inner quadrant of female breast (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94653000
Malignancies,SNOMEDCT_US,94654006,Secondary malignant neoplasm of upper limb (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94654006
